artist_name,track_id,track_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,popularity
Henry,2892MswwqljFCzto12m7LE,Monster - English Version,0.83,0.406,203631,0.386,0.0,9,0.146,-7.707000000000001,1,0.0303,86.79899999999999,4,0.374,52
Franz Schubert,7sKXorDHPLjuIt82FLltRO,"An den Mond, D. 259 - Live",0.983,0.325,226533,0.0386,0.0,3,0.173,-27.694000000000003,1,0.0566,98.319,4,0.149,3
Franz Liszt,7vyEYmuifIAJXvXe9cKk7N,"Piano Concerto No. 2 in A Major, S. 125: I. Adagio sostenuto assai - Allegro agitato assai - Un poco più mosso - Tempo del andante",0.976,0.21,431720,0.127,0.8420000000000001,5,0.0646,-20.03,1,0.0427,61.255,4,0.0366,7
Franz Liszt,6DbLVTGeYkWTZzHuxxv8nt,"Valses oubliées, S. 215: No. 1, —",0.991,0.316,166320,0.0736,0.88,3,0.0824,-25.506,0,0.0414,77.97399999999999,4,0.0566,7
Franz Liszt,5izZFRoQzYKBm3Wn03UAAz,"Valses oubliées, S. 215: No. 2, —",0.988,0.309,365107,0.0844,0.906,1,0.122,-24.517,1,0.0415,76.71300000000001,4,0.125,5
Franz Liszt,1IVJDJy9rWFAynjhta7l2J,"2 Czárdás, S. 225: No. 1, Czárdás",0.99,0.315,88707,0.324,0.935,6,0.086,-17.166,1,0.0534,108.02,4,0.079,4
Curren$y,5nLmHVRejasRkpWNm3VXX8,Drone Footage,0.142,0.715,104202,0.4629999999999999,0.000177,2,0.113,-9.813,1,0.344,129.04399999999998,4,0.168,31
Franz Liszt,2yATwQUQdZpllWEJSGJuzc,"Toccata, S. 197a",0.986,0.312,75627,0.109,0.7490000000000001,9,0.0744,-24.983,0,0.0388,84.225,4,0.0846,3
Franz Liszt,1kqspwDO5kjt4uYuY1AkXs,"Unstern! Sinistre, disastro, S. 208",0.987,0.523,295453,0.0319,0.912,11,0.119,-21.455,1,0.106,74.45,1,0.039,2
Franz Liszt,2IAtiBkd5MChj7MXJOuRPo,"Abschied, russisches Volkslied, S.251",0.995,0.294,143533,0.0111,0.878,5,0.0684,-30.0,1,0.0748,66.053,3,0.259,2
KinDroSys,438TB1T1NEMbVSAxv822rv,Super Trill,0.000479,0.593,162220,0.482,0.0261,8,0.106,-12.195,1,0.0478,145.458,4,0.3939999999999999,32
George FitzGerald,6RQFcX1l58wIlv0HLZl9mj,Frieda,0.526,0.624,330579,0.66,0.7190000000000001,6,0.115,-8.668,0,0.0322,122.984,4,0.246,45
Franz Liszt,3EJY82QHIYTvpsHyrXnRP6,"Valses oubliées, S. 215: No. 3, —",0.984,0.337,275773,0.151,0.926,1,0.084,-22.954,1,0.0389,116.835,3,0.0397,4
Franz Liszt,3gFFsosZeqxajd6pDlIqRm,"Valses oubliées, S. 215: No. 4, —",0.99,0.308,191827,0.1689999999999999,0.8909999999999999,1,0.076,-19.877,0,0.0349,135.868,3,0.089,4
Franz Liszt,5wCUQR8FDquQS9U2xIIejC,"2 Czárdás, S. 225: No. 2, Czárdás obstinée",0.989,0.3879999999999999,180773,0.162,0.916,4,0.0949,-21.526,0,0.0427,61.269,3,0.556,4
Franz Liszt,2Rld77qxcCQChA7BViOJOp,"Csárdás macabre, S. 224",0.986,0.371,386987,0.209,0.871,2,0.0792,-19.444000000000003,0,0.0322,102.932,4,0.15,4
Franz Liszt,54EE6l7OwffzJNRGpxMOli,"Mephisto Polka, S. 217 No. 2",0.992,0.586,259200,0.113,0.929,6,0.0939,-27.631,0,0.0367,107.409,4,0.273,4
Franz Liszt,22r55JO1YcUBQE0x3ACVbR,"Mazurka brillante, S. 221",0.987,0.281,265200,0.163,0.894,9,0.0868,-21.031,1,0.0369,66.39,3,0.184,3
Franz Liszt,6gHsfPOrExJpyPS64EEudc,"Valse-impromptu, S. 213",0.988,0.303,365920,0.0824,0.93,8,0.1119999999999999,-25.432,1,0.0374,137.52700000000002,4,0.0657,4
Franz Liszt,7y5aIhJ1WYKoFnFkGppxXE,"Années de pèlerinage I, S. 160 ""Suisse"": No. 1, Chapelle de Guillaume Tell",0.981,0.4029999999999999,339564,0.0855,0.883,0,0.107,-18.796,1,0.0475,141.17,3,0.039,10
Franz Liszt,3P7u61kRTd0xvCVjoYYP8j,"Années de pèlerinage I, S. 160 ""Suisse"": No. 3, Pastorale",0.992,0.358,89854,0.1009999999999999,0.906,4,0.0781,-25.038,1,0.0445,100.835,4,0.126,8
Franz Liszt,53hxCUvyLlPHE1l9iE1Jlz,"Bagatelle sans tonalité, S. 216a",0.992,0.282,166707,0.0969999999999999,0.856,1,0.0987,-27.105,1,0.0454,76.613,5,0.145,3
Franz Liszt,0QA2cQyDdt2Ys8bgyydUFB,"Resignazione, S. 263/187a",0.996,0.526,83253,0.00425,0.947,4,0.0992,-35.312,1,0.0602,100.771,4,0.143,2
Franz Liszt,4mpzwwvUkQVb7J44ASfqqQ,"Schlaflos! Frage und Antwort, S. 203",0.987,0.49,155360,0.0873,0.853,1,0.102,-22.289,0,0.0748,102.003,3,0.0797,2
Franz Liszt,5MV5pNhqkz7Qa3z5Qi8i9P,"Im Traum, S. 207",0.987,0.2789999999999999,108960,0.0233,0.917,11,0.0606,-34.106,1,0.0463,128.454,4,0.0985,3
Franz Liszt,4ZAZctv8k5d1zOLcAmtsLT,"Trübe Wolken (Nuages gris), S. 199",0.989,0.265,171680,0.00137,0.953,10,0.0987,-40.643,1,0.0533,75.39,4,0.166,2
Franz Liszt,5MuTRY80s9TokoR3hlo03S,"Gretchen (from the Faust Symphony), S. 513",0.993,0.358,1070573,0.0308,0.924,1,0.073,-29.043000000000003,1,0.0537,122.006,4,0.0393,2
Franz Liszt,0Z7HSrmRXEUimFkM0BOgdI,"Sonata in B Minor, S. 178",0.989,0.29,1839520,0.0959,0.88,6,0.0896,-22.171,1,0.0417,88.305,4,0.0378,2
Trixie Mattel,2DEwqhyhMRpnlYABnY1Mqk,Moving Parts,0.176,0.522,197355,0.77,0.0,2,0.374,-9.988,1,0.0514,99.948,4,0.612,42
Franz Liszt,6pdpf6BNIZkkEVCLQe1FBW,"Valse mélancolique in E Major, S. 214 No. 2",0.989,0.184,327067,0.0645,0.91,4,0.0859,-25.886,1,0.0415,66.435,3,0.0345,4
Franz Liszt,1rQX28boO6KU5YYT48VR2B,"Valse de bravoure in B-Flat Major, S. 214 No. 1",0.981,0.356,467933,0.186,0.857,10,0.171,-20.939,1,0.0337,105.527,3,0.142,4
Franz Liszt,3FjCeAVhvudTvcVO7r4H5g,"Valse de concert, S. 430",0.987,0.2269999999999999,475027,0.177,0.894,0,0.106,-20.039,1,0.0377,73.12899999999999,4,0.0473,4
Franz Liszt,7qXINKLlyfkEmb7i41kIBJ,"Grand galop chromatique, S. 219bis",0.989,0.4429999999999999,134120,0.406,0.875,4,0.0955,-20.011,1,0.0394,101.002,4,0.8370000000000001,4
Franz Liszt,7kV0L0p9jRa6qpmsEwG9j6,"Grand galop chromatique, S. 219",0.971,0.424,209040,0.434,0.852,3,0.103,-15.908,1,0.0325,94.293,4,0.691,4
Franz Liszt,521X6fyMVISwjHzbf2hYP8,"Années de pèlerinage I, S. 160 ""Suisse"": No. 4, Au bord d'une source",0.983,0.289,228018,0.13,0.885,8,0.1159999999999999,-23.684,1,0.0342,75.456,4,0.0628,8
Franz Liszt,7n6TezyEd3BmLEmSJ1PqBJ,"Années de pèlerinage I, S. 160 ""Suisse"": No. 5, Orage",0.957,0.29,252134,0.39,0.879,1,0.104,-16.044,1,0.0403,132.22899999999998,4,0.156,7
Franz Liszt,6Ij2QcVcDC2r5Lzub6mi1A,"Années de pèlerinage I, S. 160 ""Suisse"": No. 6, Vallée d'Obermann",0.979,0.2739999999999999,762722,0.0818,0.84,4,0.115,-21.776,1,0.0526,79.388,4,0.0349,9
Franz Liszt,5RzwCG5eqmbZGudmHgrNfa,"Années de pèlerinage I, S. 160 ""Suisse"": No. 7, Eglogue",0.989,0.222,193103,0.0104,0.943,8,0.0796,-32.501999999999995,1,0.0385,73.43,4,0.0546,6
Franz Liszt,3m92Nu60QfKnEubcdiAZIo,"Années de pèlerinage I, S. 160 ""Suisse"": No. 8, Le mal du pays",0.989,0.436,355621,0.00278,0.879,4,0.093,-31.607,0,0.0573,111.468,4,0.0813,8
Billy Uomo,1G6EhPzcFOmsaNtSWltSym,Let's Drive,0.369,0.715,184615,0.471,1.09e-06,11,0.133,-9.291,1,0.0437,78.003,4,0.52,35
Carlos Baute,5Nkv7MwqyAxBN6X6VUudeQ,¿Quién es ese? (feat. Maite Perroni & Juhn),0.14,0.6509999999999999,207317,0.88,0.0,9,0.0513,-4.652,1,0.0514,180.041,4,0.737,57
Tate Kirgiss,6NyNEEmFt4iqxkXE0ryskn,Two Tickets,0.00351,0.472,213939,0.584,0.000105,1,0.114,-3.824,1,0.0299,137.881,4,0.413,36
Franz Liszt,2eMbYf5SiOXcc1NMkVDmJ7,"Années de pèlerinage I, S. 160 ""Suisse"": No. 9, Les cloches de Genève",0.987,0.354,398512,0.0181,0.895,11,0.0829,-24.094,1,0.0513,69.206,4,0.04,7
Franz Liszt,5Gq7NriybnND7KTVCLk1SM,"2 Légendes, S. 175: No. 2, St. François de Paule marchant sur les flots",0.971,0.259,493948,0.188,0.86,4,0.105,-18.136,1,0.0393,71.22399999999999,4,0.039,7
Higher Brothers,4xRypWFzqjrm7K248Codak,Rich Bitch (feat. Ski Mask the Slump God),0.0841,0.632,287926,0.742,0.0,11,0.326,-3.877,1,0.16,139.855,4,0.109,40
The Aces,0FixIGw105Qpuv9jqvYijj,Stay,0.0662,0.732,205027,0.8440000000000001,0.0,5,0.18,-3.572,1,0.0384,100.009,4,0.757,45
Turnstile,6chFS0M9e67gNlHY11wnDm,High Pressure,0.000104,0.267,116840,0.959,0.768,8,0.3939999999999999,-4.213,1,0.0628,185.12,4,0.4629999999999999,45
The Flaming Lips,35Qk71HFGYb69cI9ItyLfw,Bag Full Of Thoughts - Remastered,4.18e-05,0.487,336653,0.92,0.889,9,0.593,-5.607,1,0.0586,132.097,4,0.6459999999999999,15
TOBi,1sahR6DbpVwR77wnszzeOu,January December,0.381,0.7809999999999999,165817,0.654,0.0,0,0.121,-5.312,1,0.121,100.907,4,0.304,43
Preme,2z0A8rnTZ6H7aZD6HPTErf,No Defeat,0.00622,0.858,211084,0.579,0.000108,5,0.0996,-7.564,1,0.256,155.055,4,0.318,21
Pennywise,71EbM50U4V3i6S4UNLtn7T,Can't Be Ignored,7.730000000000001e-05,0.418,215520,0.925,0.513,9,0.0905,-5.027,1,0.0844,165.09599999999998,4,0.6,43
Soleima,25cAlLo3QXsZ0b27O1t6nG,Bulldog,0.8009999999999999,0.5760000000000001,200696,0.307,0.0004089999999999,11,0.121,-9.361,1,0.0485,107.86,4,0.384,13
Stitches,48DZxpk2Rn35yo1pLDXIaJ,Facing My Demons,0.665,0.883,315063,0.8270000000000001,0.0,11,0.1,-3.52,0,0.1889999999999999,120.059,4,0.417,46
Soccer Mommy,45H6Tvh08tVdvFmPc4BABv,Wildflowers,0.884,0.4639999999999999,198023,0.206,0.213,9,0.109,-13.284,1,0.0253,74.842,4,0.308,45
Block B,7xMBlV5OBTiHlUraGaHGqs,Shall We Dance,0.0157,0.8540000000000001,180807,0.721,0.0,2,0.153,-3.769,1,0.0776,112.012,4,0.828,51
NEW_ID,5OAqUyvpNzuXFg2EVubcEC,Step Inside,0.0335,0.595,161637,0.937,0.0137,1,0.372,-2.797,1,0.0559,125.994,4,0.841,24
Fetty Wap,6c3bZMSxIsndvzYFJFKcOw,P.T.S.A.,0.00579,0.6920000000000001,197648,0.54,0.0,8,0.355,-6.899,0,0.1169999999999999,157.995,4,0.296,32
Chrome Sparks,4oppEwRS2Z3QnMNN4Qavft,Attack Sustain Release,0.19,0.607,200320,0.698,0.0585,11,0.308,-7.296,0,0.0311,93.003,4,0.447,42
The Flaming Lips,6l29E9EC3pnKinG52H6NKs,Out For A Walk - Remastered,0.00026,0.211,194560,0.902,0.00382,7,0.0907,-2.918,1,0.0635,133.341,4,0.286,10
The Flaming Lips,1N5Nhgvpc9VbDVPdJJuEPf,Batman Theme - Remastered,2.67e-06,0.369,107987,0.99,0.255,4,0.138,-5.944,0,0.0787,92.626,4,0.386,8
Franz Schubert,6fTbvTYQbASC1Gojk1ARrk,"Winterreise, D. 911 ""Winter Journey"": XIII. Die Post ""The Post """,0.992,0.42,136520,0.102,0.0462,5,0.127,-19.729,1,0.0501,86.70200000000001,4,0.195,3
The Flaming Lips,1paPTT2yRBtetez76XCQuV,Garden Of Eyes - Remastered,0.147,0.357,116000,0.455,0.59,2,0.114,-5.952000000000001,1,0.0328,100.689,3,0.0355,9
The Flaming Lips,1cMZe7jpqnyqNUSQ0Rrkuc,Forever Is A Long Time - Remastered,0.000188,0.1969999999999999,199893,0.925,0.00602,7,0.136,-2.171,1,0.0672,146.571,4,0.485,9
The Flaming Lips,3ckQSjOJKVGF9kpRhmGwxM,Scratching The Door - Remastered,0.00035,0.268,429320,0.768,0.623,9,0.27,-3.98,1,0.0484,136.41899999999998,4,0.165,8
Fetty Wap,3m6R1IOaI3kja773SM6ew6,You Don't Know (feat. Sean Garrett),0.487,0.682,236800,0.474,0.0,1,0.106,-9.902,1,0.186,149.969,4,0.535,33
CZARFACE,5qihkD13o5T7GwxiIY63mz,MF Czar,0.0262,0.609,202639,0.58,0.000375,7,0.165,-10.543,1,0.39,176.227,4,0.298,38
The Flaming Lips,4rzuETjofkbED49HMtcVE6,My Own Planet - Remastered,4.47e-05,0.1969999999999999,251813,0.992,0.618,9,0.0775,-1.489,1,0.162,165.227,4,0.252,8
The Flaming Lips,1XUNXtzQWD9Es5Tln4KFcm,Killer On The Radio - Remastered,5.4000000000000005e-05,0.5429999999999999,178920,0.927,0.00913,0,0.152,-6.066,1,0.0876,161.99200000000002,4,0.8370000000000001,8
The Flaming Lips,2kpa5Yj7zNRo7kMVEXNSsn,"Anyway, Anyhow, Anywhere - Remastered",0.000668,0.363,152533,0.988,0.00131,9,0.0487,-6.155,0,0.144,149.88299999999998,4,0.534,8
Stitches,4RG4CrIEZpEwTZ0qrToIvi,Were All the Same,0.0616,0.774,171755,0.631,0.0,0,0.0746,-9.294,1,0.0536,129.995,4,0.8140000000000001,36
The Flaming Lips,6STmCwx9RYPMWlir7Atd2o,Handsome Johnny - Remastered,0.00217,0.534,176747,0.54,0.913,0,0.119,-9.128,1,0.141,124.836,4,0.496,7
The Flaming Lips,2B10B4AIKC2gAyLRyrz0SX,Flaming Lips Theme Song - Remastered,2.39e-05,0.304,233880,0.863,0.156,4,0.0616,-6.417000000000001,1,0.0718,168.988,4,0.5429999999999999,10
The Flaming Lips,5WteHNL13Du5v7ypZJjsOl,The Future Is Gone - Remastered,5.34e-06,0.255,202920,0.962,0.41,9,0.114,-6.02,0,0.0858,173.327,1,0.375,6
The Flaming Lips,5rglBQkDKMAyFmvZ17k9T1,Underground Pharmacist - Remastered,2.47e-06,0.26,288227,0.843,0.812,0,0.1159999999999999,-5.155,1,0.0936,142.506,4,0.698,6
The Flaming Lips,7tfmYaisMmeZomZI3F2IzU,Jesus Shooting Heroin - Remastered,0.00932,0.377,425027,0.42,0.486,4,0.191,-8.73,0,0.0372,132.205,4,0.1159999999999999,7
The Flaming Lips,1WcONLHvfnIHWdFC87NJKV,Communication Breakdown - Remastered,6.36e-05,0.144,224373,0.893,0.295,9,0.182,-6.662999999999999,0,0.126,191.571,4,0.215,7
Summerella,1V31vnItJF1yCU5eqDGTHl,Koka Kola (feat. Ink),0.4,0.7959999999999999,217234,0.696,0.0,1,0.0557,-5.812,0,0.0725,105.039,4,0.7559999999999999,40
Curren$y,2E3LmVU8NFYXBGRm33yOkw,Drive,0.664,0.6990000000000001,190380,0.634,0.0,7,0.064,-6.674,0,0.218,140.045,4,0.46,31
The Flaming Lips,11mTWgoGms6IpWCHExRlh0,Real Fast Words - Remastered,1.69e-06,0.161,195573,0.9,0.511,4,0.0938,-5.527,1,0.0823,91.017,4,0.473,5
The Flaming Lips,4ueagyHmThY5pEY1u5MUFA,Groove Room - Remastered,0.0218,0.3829999999999999,367227,0.521,0.586,9,0.134,-8.886000000000001,0,0.0607,118.238,4,0.154,5
The Flaming Lips,5odv5P1G4TuzPK1wmSG6Pi,"Trains, Brains & Rain - Remastered",7.53e-06,0.1119999999999999,205813,0.878,0.267,7,0.244,-6.151,1,0.0631,171.52900000000002,4,0.288,5
The Flaming Lips,6nydNifVqzHwnNJpNpkMYR,Summertime Blues - Remastered,4.85e-05,0.217,149347,0.953,0.0032,2,0.223,-7.009,1,0.1639999999999999,165.32299999999998,4,0.391,6
Fetty Wap,4Zd3orkAXPxf35oGx4x1lR,Lotto (feat. Duke),0.072,0.639,210466,0.528,0.0,1,0.238,-9.188,0,0.153,162.08700000000002,4,0.331,29
Eric Bellinger,1ienKhMJBbTIiyb8aMdv03,Bagged,0.0213,0.368,193724,0.76,0.0,5,0.145,-6.468999999999999,0,0.1689999999999999,113.936,3,0.384,35
Shaun Frank,5LvuV5jhUwlmwwXdw0nQlG,Addicted - Dzeko Remix,0.0104,0.748,220645,0.939,0.0133,7,0.1989999999999999,-2.792,1,0.095,123.987,4,0.359,39
Porches,5n06Jroq3ruFU5WJYnN8JO,Country,0.599,0.532,112591,0.264,0.000713,2,0.19,-9.934,1,0.0272,110.048,4,0.152,43
Lyricold,3ifxvxTNvRHO3lvgMaaxkF,See You Soon,0.0697,0.585,227033,0.875,0.0,1,0.0996,-5.925,1,0.285,152.455,4,0.583,36
Ann Marr,43E8vmMDsNH4IL8HReR6JH,Bullet,0.0752,0.573,224800,0.593,0.308,0,0.222,-8.265,0,0.0266,149.89700000000002,4,0.091,46
Jorge & Mateus,5qjMyKkmosPBws5cImS9Zz,Trincadinho - Ao Vivo,0.449,0.711,140443,0.792,0.0,11,0.44,-3.823,1,0.0542,124.868,4,0.845,70
AWOLNATION,6yE6AL3D5lq25jtTAESkVu,Miracle Man,0.0226,0.66,203836,0.953,0.293,10,0.125,-4.551,0,0.0511,114.986,4,0.909,41
Young Fathers,6Tzv50D47Vy568fYYcVbD8,See How,0.684,0.637,121171,0.555,0.0013,8,0.0856,-8.576,1,0.238,146.122,4,0.415,46
San Holo,1hb40gIOMr7eqrhsxa9Hvd,One Thing - Grant Remix,0.0747,0.469,170551,0.7929999999999999,1.39e-05,1,0.216,-4.413,0,0.0857,76.041,4,0.426,34
JT Roach,46rlc8BQtKOCTGIUq2pbsJ,Chapel,0.737,0.303,237138,0.3429999999999999,0.0957,5,0.0681,-9.947,1,0.0323,179.959,4,0.147,24
Kygo,0hsEwB7RvpWOJYZnAF4j4E,Never Let You Go - Acoustic Version,0.925,0.481,239453,0.351,0.00735,10,0.1119999999999999,-8.416,1,0.0421,125.13,4,0.1889999999999999,58
Pennywise,6VcH9sSeVXzAhY3wYuPmTG,A Little Hope,0.000237,0.506,175653,0.975,0.0101,2,0.242,-3.909,1,0.0816,132.945,4,0.5529999999999999,35
TV Noise,2mBuFWrQ0Zbv0VZot2WFq7,Run,0.0541,0.516,171429,0.578,0.0,6,0.109,-1.3969999999999998,0,0.0335,97.328,4,0.526,33
Jaydayoungan,0HOWIZbgUAnM2aCYsAFdfO,Mud Brothers,0.13,0.629,130520,0.415,0.0,1,0.121,-13.458,0,0.373,159.975,4,0.633,43
Sure Sure,3YSefJ4OGYCIHNVowuSx7O,Fat Lady,0.16,0.6990000000000001,171714,0.487,0.0001909999999999,5,0.0859,-7.747000000000001,1,0.0389,115.769,4,0.625,53
Saweetie,4tMphqbDECmRVcJINgZhTV,Respect,0.0037799999999999,0.754,164493,0.758,0.0,1,0.1369999999999999,-6.968,1,0.168,140.131,4,0.492,47
Bear McCreary,3y6ok4gZSvQkDLlu89CwlO,The Dragon,0.0382,0.524,223120,0.591,0.7959999999999999,9,0.21,-11.219,1,0.05,113.974,3,0.121,50
Chrome Sparks,6DyxzV5oy6NpeJwYPbh6lh,To Eternity,0.0315,0.504,286305,0.439,0.754,10,0.0963,-11.283,0,0.0305,128.004,4,0.1169999999999999,36
Behind the Fallen,3aeYUcoTKNgmnSJkBaAnHE,Revenant,0.000127,0.4,230374,0.906,1.04e-05,8,0.357,-3.764,1,0.0743,187.017,4,0.596,40
SUPER JUNIOR,4AalpFiUPkAGdHAmVSXBxh,Me & U,0.00716,0.643,201473,0.775,0.0,4,0.0482,-5.112,0,0.0588,80.008,4,0.677,39
Littler Buzzy,0w5Bfeu2POoTGwU3lfSEea,Blood Honey Part 2,0.0263,0.816,60200,0.423,0.93,7,0.265,-11.492,1,0.0911,139.977,4,0.0373,0
Young Buck,6NhkPmeruVgNwq13wXK1lb,Can't Lose (feat. Twanee),0.439,0.58,242730,0.631,8e-06,4,0.114,-5.442,0,0.408,119.929,4,0.524,45
Stitches,5DlZ6Ewdg3Sw0ik3XA7RCT,Stick Up,0.7040000000000001,0.802,163056,0.632,0.0,8,0.0757,-7.107,1,0.419,79.891,4,0.356,40
Clean Bandit,7jnKnxBeSQbcMAuXNmK2vQ,I Miss You (feat. Julia Michaels) - Yungen Remix,0.168,0.746,205381,0.621,2.38e-06,0,0.1169999999999999,-6.519,0,0.0491,104.995,4,0.569,44
Don Q,1QJuQawdUQYYMZ1mYMMNiX,Trap Phone (feat. Desiigner),0.461,0.653,172581,0.863,0.0,5,0.291,-3.594,0,0.162,145.971,4,0.348,41
Curren$y,0OsE0USLpYIQR36W1dcKIP,Worth Living,0.2189999999999999,0.493,209215,0.769,0.0,5,0.132,-6.5760000000000005,0,0.431,138.736,4,0.52,30
Brad & Rebekah,2qa36oFyLIvkvEzNQZN3Ko,Never Alone (feat. Watoto),0.728,0.384,243203,0.266,0.0,11,0.147,-9.13,1,0.0279999999999999,74.166,4,0.107,25
CZARFACE,7D7j3FhiVuSUNXDApJPjHS,Captain Brunch,0.00094,0.585,149046,0.657,5.06e-06,1,0.255,-9.491,1,0.2319999999999999,88.095,4,0.476,39
Jackson Krecioch,5spYb6WoalXrjfj7przeqn,Little Things,0.00481,0.6759999999999999,186667,0.7170000000000001,0.0,8,0.111,-7.385,1,0.0512,90.046,4,0.519,43
Bear McCreary,0bNt9DVNAQi8CeMGSP7mQr,Ashes,0.787,0.0892,369640,0.19,0.5539999999999999,0,0.107,-16.51,1,0.0407,85.56,4,0.0345,51
Crazy Design,3xULsKQSIkr16oORbAnKxu,Tembeleke,0.0476,0.888,196031,0.7120000000000001,0.0342,10,0.0479,-6.322,0,0.127,130.989,4,0.5489999999999999,46
Birdtalker,4ChK7t0kTlsf7CQdvdxunW,Looking for Love (Acoustic),0.8009999999999999,0.5329999999999999,237253,0.298,0.00381,7,0.0988,-12.282,1,0.036,74.001,4,0.196,49
Bear McCreary,4w0ZGptbkHLkKZhLVTg5He,Witch of the Woods,0.636,0.264,182187,0.223,0.889,1,0.0984,-17.624000000000002,1,0.0346,82.09,4,0.0376,47
Cam,7rQ1ebW8qjAnsnU4ZVxPQb,Diane,0.0383,0.545,212133,0.8690000000000001,0.0,1,0.0843,-1.832,0,0.125,141.045,4,0.204,34
Aaron Carter,0rvz8x6paAq8NEsfITSyEp,Bad 2 Good,0.238,0.67,237150,0.843,0.0,5,0.0869,-3.919,0,0.0575,155.002,4,0.865,34
Bedstudy,3xvLJjptr5IZGXyVsn8lfk,Ø (Arms Away),0.5660000000000001,0.556,231240,0.601,0.7170000000000001,0,0.093,-8.763,0,0.0569,143.963,4,0.268,28
Jorja Smith,4Qt4enkYft1kDnQOqeNLjK,Let Me Down - Shy FX Remix,0.033,0.755,208000,0.526,0.0021,1,0.382,-7.757000000000001,1,0.0319,124.946,4,0.5920000000000001,55
Pennywise,23YeflDmzKcJ1ZMetQfkcB,Can't Save You Now,2.81e-05,0.38,168040,0.958,0.000133,4,0.135,-3.906,0,0.0633,197.004,4,0.594,35
The Aces,4TUUX0HBniLSo4U90DFees,Strong Enough,0.243,0.632,227661,0.928,2.15e-05,7,0.158,-3.202,0,0.0715,103.03,4,0.677,45
Curren$y,3REiTi9taH4JRLGgOyS6q7,Right Here (feat. Casey Veggies),0.24,0.649,194194,0.7340000000000001,0.0,6,0.29,-7.074,0,0.358,83.48200000000001,4,0.408,31
Chyno Miranda,6k6aekQroIBiEetkFpcy87,Tu Boquita,0.331,0.78,199091,0.72,0.0,5,0.322,-4.437,0,0.0465,93.986,4,0.8340000000000001,39
Random Encounters,2moAudM93V01XNsBptBkHn,Cuphead the Musical,0.178,0.39,206441,0.76,0.0,9,0.359,-8.637,1,0.337,200.37,4,0.5770000000000001,42
Lydia,60MbUa2dBogXfS2i1lfvLM,Goodside,0.305,0.573,194267,0.5720000000000001,0.0014199999999999,11,0.152,-8.105,0,0.0364,128.847,4,0.371,25
Jonny Greenwood,5s1mZcxqYhgmlvDxg4IGwt,Alma,0.8190000000000001,0.183,247213,0.145,0.825,0,0.1369999999999999,-16.939,1,0.0385,99.305,4,0.0378,49
The Vaccines,6OaNZ1eJMuPquhppWYNyTN,Your Love Is My Favourite Band,0.0028,0.58,189533,0.6920000000000001,0.000295,0,0.2769999999999999,-4.029,1,0.0286,136.965,4,0.8370000000000001,58
Red,4tVP4vWk5BVSHErNhzfSrn,Gone (Radio Edit),0.000173,0.48,197290,0.6679999999999999,0.000718,1,0.297,-6.82,0,0.0329,102.014,4,0.124,46
Derek Minor,1uUEcB35vk3MpSJSPPSUuv,"Decisions (feat. Dre Murray, Chino Dollaz & Anesha Birchett)",0.00298,0.667,198409,0.841,0.0112,2,0.0858,-5.412999999999999,1,0.171,87.84100000000001,4,0.457,19
Emapea,1ykko3FDX812dUtNaEvhaD,Funk It Up,0.089,0.747,126806,0.617,0.727,10,0.0903,-6.9510000000000005,0,0.0498,92.988,4,0.887,32
Bit Funk,7LLWfiKkU3QF5Xg7Dto9M6,Getting Worse,0.00385,0.703,186106,0.7559999999999999,1.4e-05,5,0.108,-6.408,1,0.0366,104.985,4,0.545,30
Dan Bull,4dMTkgqkTHuFoJLxVX95ig,H2ODelirious,0.118,0.7040000000000001,298184,0.954,0.0,1,0.337,-4.127,0,0.324,132.04399999999998,4,0.601,47
Rheo,6tYxXVkG44NGT9iiEc8nhb,For Tonight...,0.0597,0.68,213863,0.7190000000000001,0.0,11,0.585,-2.912,0,0.0299,110.006,4,0.442,2
Black Caviar,1bxD1gHv4SxH5pN3pnGl0c,Funk in the Trunk,0.00645,0.915,171180,0.8759999999999999,0.868,0,0.135,-3.3760000000000003,1,0.066,123.995,4,0.5720000000000001,31
Jonny Greenwood,6FZDedaCzYhO4sdG3VYcHZ,House of Woodcock,0.967,0.253,233427,0.126,0.858,2,0.1119999999999999,-17.009,0,0.0377,67.171,4,0.0355,47
Ryan Caraveo,6go5HqhdTVjrClnDRBEUHu,Yellow Lines,0.195,0.6659999999999999,225000,0.779,0.0,8,0.14,-5.486000000000001,1,0.0356,80.029,4,0.254,46
Sjowgren,3ETooxlY2wpJ8dcxqsPe4D,Beginners,0.0189,0.708,316667,0.753,0.1689999999999999,6,0.0824,-6.065,0,0.0346,120.965,4,0.696,38
Jessie James Decker,034WjgMwsvAK8jZlmezAsw,Southern Girl City Lights,0.0279999999999999,0.557,232440,0.662,0.0,5,0.363,-4.933,1,0.0291,84.984,4,0.607,41
blackwave.,5hqQwloNLjoiMxf1cOJLOV,Swangin',0.103,0.804,181000,0.627,0.0,7,0.275,-6.835,0,0.2239999999999999,129.986,4,0.596,44
Dan Romer,7DWD4jaN1sBAKHFwfp2wSY,We Will Rise Again,0.727,0.411,231120,0.204,2.14e-06,10,0.314,-9.971,1,0.0284,137.625,3,0.226,46
